jan_rev,feb_rev,mar_rev
1136127,247238,358349
1136128,247239,358350
1136129,247240,358351
1136130,247241,358352
1136131,247242,358353
1136132,247243,358354
1136133,247244,358355
1136134,247245,358356
1136135,247246,358357
1136136,247247,358358
1136137,247248,358359
1136138,247249,358360
1136139,247250,358361
1136140,247251,358362
1136141,247252,358363
1136142,247253,358364
1136143,247254,358365
1136144,247255,358366
1136145,247256,358367
1136146,247257,358368
1136147,247258,358369
1136148,247259,358370
1136149,247260,358371
1136150,247261,358372
1136151,247262,358373
1136152,247263,358374
1136153,247264,358375
1136154,247265,358376
1136155,247266,358377
1136156,247267,358378
1136157,247268,358379
1136158,247269,358380
1136159,247270,358381
1136160,247271,358382
1136161,247272,358383
1136162,247273,358384
1136163,247274,358385
1136164,247275,358386
1136165,247276,358387
1136166,247277,358388
1136167,247278,358389
1136168,247279,358390
1136169,247280,358391
1136170,247281,358392
1136171,247282,358393
1136172,247283,358394
1136173,247284,358395
1136174,247285,358396
1136175,247286,358397
1136176,247287,358398
1136177,247288,358399
1136178,247289,358400
1136179,247290,358401
1136180,247291,358402
1136181,247292,358403
1136182,247293,358404
1136183,247294,358405
1136184,247295,358406
1136185,247296,358407
1136186,247297,358408
1136187,247298,358409
1136188,247299,358410
1136189,247300,358411
1136190,247301,358412
1136191,247302,358413
1136192,247303,358414
1136193,247304,358415
1136194,247305,358416
1136195,247306,358417
1136196,247307,358418
1136197,247308,358419
1136198,247309,358420
1136199,247310,358421
1136200,247311,358422
1136201,247312,358423
1136202,247313,358424
1136203,247314,358425
1136204,247315,358426
1136205,247316,358427
1136206,247317,358428
1136207,247318,358429
1136208,247319,358430
1136209,247320,358431
1136210,247321,358432
1136211,247322,358433
1136212,247323,358434
1136213,247324,358435
1136214,247325,358436
1136215,247326,358437
1136216,247327,358438
1136217,247328,358439
1136218,247329,358440
1136219,247330,358441
1136220,247331,358442
1136221,247332,358443
1136222,247333,358444
1136223,247334,358445
1136224,247335,358446
1136225,247336,358447
1136226,247337,358448
1136227,247338,358449
1136228,247339,358450
1136229,247340,358451
1136230,247341,358452
1136231,247342,358453
1136232,247343,358454
1136233,247344,358455
1136234,247345,358456
1136235,247346,358457
1136236,247347,358458
1136237,247348,358459
1136238,247349,358460
1136239,247350,358461
1136240,247351,358462
1136241,247352,358463
1136242,247353,358464
1136243,247354,358465
1136244,247355,358466
1136245,247356,358467
1136246,247357,358468
1136247,247358,358469
1136248,247359,358470
1136249,247360,358471
1136250,247361,358472
1136251,247362,358473
1136252,247363,358474
1136253,247364,358475
1136254,247365,358476
1136255,247366,358477
1136256,247367,358478
1136257,247368,358479
1136258,247369,358480
1136259,247370,358481
1136260,247371,358482
1136261,247372,358483
1136262,247373,358484
1136263,247374,358485
1136264,247375,358486
1136265,247376,358487
1136266,247377,358488
1136267,247378,358489
1136268,247379,358490
1136269,247380,358491
1136270,247381,358492
1136271,247382,358493
1136272,247383,358494
1136273,247384,358495
1136274,247385,358496
1136275,247386,358497
1136276,247387,358498
1136277,247388,358499
1136278,247389,358500
1136279,247390,358501
1136280,247391,358502
1136281,247392,358503
1136282,247393,358504
1136283,247394,358505
1136284,247395,358506
1136285,247396,358507
1136286,247397,358508
1136287,247398,358509
1136288,247399,358510
1136289,247400,358511
1136290,247401,358512
1136291,247402,358513
1136292,247403,358514
1136293,247404,358515
1136294,247405,358516
1136295,247406,358517
1136296,247407,358518
1136297,247408,358519
1136298,247409,358520
1136299,247410,358521
1136300,247411,358522
1136301,247412,358523
1136302,247413,358524
1136303,247414,358525
1136304,247415,358526
1136305,247416,358527
1136306,247417,358528
1136307,247418,358529
1136308,247419,358530
1136309,247420,358531
1136310,247421,358532
1136311,247422,358533
1136312,247423,358534
1136313,247424,358535
1136314,247425,358536
1136315,247426,358537
1136316,247427,358538
1136317,247428,358539
1136318,247429,358540
1136319,247430,358541
1136320,247431,358542
1136321,247432,358543
1136322,247433,358544
1136323,247434,358545
1136324,247435,358546
1136325,247436,358547
1136326,247437,358548
1136327,247438,358549
1136328,247439,358550
1136329,247440,358551
1136330,247441,358552
1136331,247442,358553
1136332,247443,358554
1136333,247444,358555
1136334,247445,358556
1136335,247446,358557
1136336,247447,358558
1136337,247448,358559
1136338,247449,358560
1136339,247450,358561
1136340,247451,358562
1136341,247452,358563
1136342,247453,358564
1136343,247454,358565
1136344,247455,358566
1136345,247456,358567
1136346,247457,358568
1136347,247458,358569
1136348,247459,358570
1136349,247460,358571
1136350,247461,358572
1136351,247462,358573
1136352,247463,358574
1136353,247464,358575
1136354,247465,358576
1136355,247466,358577
1136356,247467,358578
1136357,247468,358579
1136358,247469,358580
1136359,247470,358581
1136360,247471,358582
1136361,247472,358583
1136362,247473,358584
1136363,247474,358585
1136364,247475,358586
1136365,247476,358587
1136366,247477,358588
1136367,247478,358589
1136368,247479,358590
1136369,247480,358591
1136370,247481,358592
1136371,247482,358593
1136372,247483,358594
1136373,247484,358595
1136374,247485,358596
1136375,247486,358597
1136376,247487,358598
1136377,247488,358599
1136378,247489,358600
1136379,247490,358601
1136380,247491,358602
1136381,247492,358603
1136382,247493,358604
1136383,247494,358605
1136384,247495,358606
1136385,247496,358607
1136386,247497,358608
1136387,247498,358609
1136388,247499,358610
1136389,247500,358611
1136390,247501,358612
1136391,247502,358613
1136392,247503,358614
1136393,247504,358615
1136394,247505,358616
1136395,247506,358617
1136396,247507,358618
1136397,247508,358619
1136398,247509,358620
1136399,247510,358621
1136400,247511,358622
1136401,247512,358623
1136402,247513,358624
1136403,247514,358625
1136404,247515,358626
1136405,247516,358627
1136406,247517,358628
1136407,247518,358629
1136408,247519,358630
1136409,247520,358631
1136410,247521,358632
1136411,247522,358633
1136412,247523,358634
1136413,247524,358635
1136414,247525,358636
1136415,247526,358637
1136416,247527,358638
1136417,247528,358639
1136418,247529,358640
1136419,247530,358641
1136420,247531,358642
1136421,247532,358643
1136422,247533,358644
1136423,247534,358645
1136424,247535,358646
1136425,247536,358647
1136426,247537,358648
1136427,247538,358649
1136428,247539,358650
1136429,247540,358651
1136430,247541,358652
1136431,247542,358653
1136432,247543,358654
1136433,247544,358655
1136434,247545,358656
1136435,247546,358657
1136436,247547,358658
1136437,247548,358659
1136438,247549,358660
1136439,247550,358661
1136440,247551,358662
1136441,247552,358663
1136442,247553,358664
1136443,247554,358665
1136444,247555,358666
1136445,247556,358667
1136446,247557,358668
1136447,247558,358669
1136448,247559,358670
1136449,247560,358671
1136450,247561,358672
1136451,247562,358673
1136452,247563,358674
1136453,247564,358675
1136454,247565,358676
1136455,247566,358677
1136456,247567,358678
1136457,247568,358679
1136458,247569,358680
1136459,247570,358681
1136460,247571,358682
1136461,247572,358683
1136462,247573,358684
1136463,247574,358685
1136464,247575,358686
1136465,247576,358687
1136466,247577,358688
1136467,247578,358689
1136468,247579,358690
1136469,247580,358691
1136470,247581,358692
1136471,247582,358693
1136472,247583,358694
1136473,247584,358695
1136474,247585,358696
1136475,247586,358697
1136476,247587,358698
1136477,247588,358699
1136478,247589,358700
1136479,247590,358701
1136480,247591,358702
1136481,247592,358703
1136482,247593,358704
1136483,247594,358705
1136484,247595,358706
1136485,247596,358707
1136486,247597,358708
1136487,247598,358709
1136488,247599,358710
1136489,247600,358711
1136490,247601,358712
1136491,247602,358713
1136492,247603,358714
1136493,247604,358715
1136494,247605,358716
1136495,247606,358717
1136496,247607,358718
1136497,247608,358719
1136498,247609,358720
1136499,247610,358721
1136500,247611,358722
1136501,247612,358723
1136502,247613,358724
1136503,247614,358725
1136504,247615,358726
1136505,247616,358727
1136506,247617,358728
1136507,247618,358729
1136508,247619,358730
1136509,247620,358731
1136510,247621,358732
1136511,247622,358733
1136512,247623,358734
1136513,247624,358735
1136514,247625,358736
1136515,247626,358737
1136516,247627,358738
1136517,247628,358739
1136518,247629,358740
1136519,247630,358741
1136520,247631,358742
1136521,247632,358743
1136522,247633,358744
1136523,247634,358745
1136524,247635,358746
1136525,247636,358747
1136526,247637,358748
1136527,247638,358749
1136528,247639,358750
1136529,247640,358751
1136530,247641,358752
1136531,247642,358753
1136532,247643,358754
1136533,247644,358755
1136534,247645,358756
1136535,247646,358757
1136536,247647,358758
1136537,247648,358759
1136538,247649,358760
1136539,247650,358761
1136540,247651,358762
1136541,247652,358763
1136542,247653,358764
1136543,247654,358765
1136544,247655,358766
1136545,247656,358767
1136546,247657,358768
1136547,247658,358769
1136548,247659,358770
1136549,247660,358771
1136550,247661,358772
1136551,247662,358773
1136552,247663,358774
1136553,247664,358775
1136554,247665,358776
1136555,247666,358777
1136556,247667,358778
1136557,247668,358779
1136558,247669,358780
1136559,247670,358781
1136560,247671,358782
1136561,247672,358783
1136562,247673,358784
1136563,247674,358785
1136564,247675,358786
1136565,247676,358787
1136566,247677,358788
1136567,247678,358789
1136568,247679,358790
1136569,247680,358791
1136570,247681,358792
1136571,247682,358793
1136572,247683,358794
1136573,247684,358795
1136574,247685,358796
1136575,247686,358797
1136576,247687,358798
1136577,247688,358799
1136578,247689,358800
1136579,247690,358801
1136580,247691,358802
1136581,247692,358803
1136582,247693,358804
1136583,247694,358805
1136584,247695,358806
1136585,247696,358807
1136586,247697,358808
1136587,247698,358809
1136588,247699,358810
1136589,247700,358811
1136590,247701,358812
1136591,247702,358813
1136592,247703,358814
1136593,247704,358815
1136594,247705,358816
1136595,247706,358817
1136596,247707,358818
1136597,247708,358819
1136598,247709,358820
1136599,247710,358821
1136600,247711,358822
1136601,247712,358823
1136602,247713,358824
1136603,247714,358825
1136604,247715,358826
1136605,247716,358827
1136606,247717,358828
1136607,247718,358829
1136608,247719,358830
1136609,247720,358831
1136610,247721,358832
1136611,247722,358833
1136612,247723,358834
1136613,247724,358835
1136614,247725,358836
1136615,247726,358837
1136616,247727,358838
1136617,247728,358839
1136618,247729,358840
1136619,247730,358841
1136620,247731,358842
1136621,247732,358843
1136622,247733,358844
1136623,247734,358845
1136624,247735,358846
1136625,247736,358847
1136626,247737,358848
1136627,247738,358849
1136628,247739,358850
1136629,247740,358851
1136630,247741,358852
1136631,247742,358853
1136632,247743,358854
1136633,247744,358855
1136634,247745,358856
1136635,247746,358857
1136636,247747,358858
1136637,247748,358859
1136638,247749,358860
1136639,247750,358861
1136640,247751,358862
1136641,247752,358863
1136642,247753,358864
1136643,247754,358865
1136644,247755,358866
1136645,247756,358867
1136646,247757,358868
1136647,247758,358869
1136648,247759,358870
1136649,247760,358871
1136650,247761,358872
1136651,247762,358873
1136652,247763,358874
1136653,247764,358875
1136654,247765,358876
1136655,247766,358877
1136656,247767,358878
1136657,247768,358879
1136658,247769,358880
1136659,247770,358881
1136660,247771,358882
1136661,247772,358883
1136662,247773,358884
1136663,247774,358885
1136664,247775,358886
1136665,247776,358887
1136666,247777,358888
1136667,247778,358889
1136668,247779,358890
1136669,247780,358891
1136670,247781,358892
1136671,247782,358893
1136672,247783,358894
1136673,247784,358895
1136674,247785,358896
1136675,247786,358897
1136676,247787,358898
1136677,247788,358899
1136678,247789,358900
1136679,247790,358901
1136680,247791,358902
1136681,247792,358903
1136682,247793,358904
1136683,247794,358905
1136684,247795,358906
1136685,247796,358907
